#;Time;Function;Direction;Status;Data;Data (chars);Data length;Req. length;Port;Comments;
464;05/11/2024 17:48:34;IRP_MJ_WRITE;DOWN;;e0 0b 00 7c 50 06 60 90 d0 cf 06 32 f5 ca ;"?.|P.`ê–?2ı ";14;14;COM1;;
465;05/11/2024 17:48:34;IRP_MJ_WRITE;UP;STATUS_SUCCESS;e0 0b 00 7c 50 06 60 90 d0 cf 06 32 f5 ca ;"?.|P.`ê–?2ı ";14;;COM1;;
466;05/11/2024 17:48:34;IRP_MJ_READ;DOWN;;;"";;8;COM1;;
467;05/11/2024 17:48:34;IRP_MJ_READ;UP;STATUS_SUCCESS;e0 06 00 7c 50 00 00 d2 ;"?.|P..?";8;;COM1;;
468;05/11/2024 17:48:34;IRP_MJ_WRITE;DOWN;;e0 08 08 7d 81 03 ff ff ff 0e ;"?.}?ˇˇˇ.";10;10;COM1;;
469;05/11/2024 17:48:34;IRP_MJ_WRITE;UP;STATUS_SUCCESS;e0 08 08 7d 81 03 ff ff ff 0e ;"?.}?ˇˇˇ.";10;;COM1;;
470;05/11/2024 17:48:34;IRP_MJ_WRITE;DOWN;;e0 05 00 7e 62 00 e5 ;"?.~b.?";7;7;COM1;;
471;05/11/2024 17:48:34;IRP_MJ_WRITE;UP;STATUS_SUCCESS;e0 05 00 7e 62 00 e5 ;"?.~b.?";7;;COM1;;
472;05/11/2024 17:48:34;IRP_MJ_READ;DOWN;;;"";;8;COM1;;
473;05/11/2024 17:48:34;IRP_MJ_READ;UP;STATUS_SUCCESS;e0 06 00 7e 62 03 00 e9 ;"?.~b..?";8;;COM1;;
474;05/11/2024 17:48:34;IRP_MJ_WRITE;DOWN;;e0 05 00 7f 30 00 b4 ;"?.0.?";7;7;COM1;;
475;05/11/2024 17:48:34;IRP_MJ_WRITE;UP;STATUS_SUCCESS;e0 05 00 7f 30 00 b4 ;"?.0.?";7;;COM1;;
476;05/11/2024 17:48:34;IRP_MJ_READ;DOWN;;;"";;9;COM1;;
477;05/11/2024 17:48:34;IRP_MJ_READ;UP;STATUS_SUCCESS;e0 07 00 7f 30 00 01 94 4b ;"?.0..îK";9;;COM1;;
478;05/11/2024 17:48:34;IRP_MJ_WRITE;DOWN;;e0 05 00 80 32 00 b7 ;"?.Ä2.?";7;7;COM1;;
479;05/11/2024 17:48:34;IRP_MJ_WRITE;UP;STATUS_SUCCESS;e0 05 00 80 32 00 b7 ;"?.Ä2.?";7;;COM1;;
480;05/11/2024 17:48:34;IRP_MJ_READ;DOWN;;;"";;17;COM1;;
481;05/11/2024 17:48:34;IRP_MJ_READ;UP;STATUS_SUCCESS;e0 0f 00 80 32 00 09 38 33 37 2d 31 35 33 39 36 a1 ;"?.Ä2..837-15396?";17;;COM1;;
482;05/11/2024 17:48:34;IRP_MJ_WRITE;DOWN;;e0 05 08 81 f5 00 83 ;"?.Åı.?";7;7;COM1;;
483;05/11/2024 17:48:34;IRP_MJ_WRITE;UP;STATUS_SUCCESS;e0 05 08 81 f5 00 83 ;"?.Åı.?";7;;COM1;;
484;05/11/2024 17:48:34;IRP_MJ_READ;DOWN;;;"";;8;COM1;;
485;05/11/2024 17:48:34;IRP_MJ_READ;UP;STATUS_SUCCESS;e0 06 08 81 f5 00 00 84 ;"?.Åı..?";8;;COM1;;
486;05/11/2024 17:48:34;IRP_MJ_WRITE;DOWN;;e0 05 08 82 f0 00 7f ;"?.Ç.";7;7;COM1;;
487;05/11/2024 17:48:34;IRP_MJ_WRITE;UP;STATUS_SUCCESS;e0 05 08 82 f0 00 7f ;"?.Ç.";7;;COM1;;
488;05/11/2024 17:48:34;IRP_MJ_READ;DOWN;;;"";;20;COM1;;
489;05/11/2024 17:48:34;IRP_MJ_READ;UP;STATUS_SUCCESS;e0 12 08 82 f0 00 0c 30 30 30 2d 30 30 30 30 30 ff 11 40 95 ;"?.Ç..000-00000ˇ.@?";20;;COM1;;
490;05/11/2024 17:48:34;IRP_MJ_WRITE;DOWN;;e0 0b 00 83 54 06 57 43 43 46 76 32 b3 ;"?.ÉT.WCCFv2?";13;13;COM1;;
491;05/11/2024 17:48:34;IRP_MJ_WRITE;UP;STATUS_SUCCESS;e0 0b 00 83 54 06 57 43 43 46 76 32 b3 ;"?.ÉT.WCCFv2?";13;;COM1;;
492;05/11/2024 17:48:34;IRP_MJ_READ;DOWN;;;"";;8;COM1;;
493;05/11/2024 17:48:34;IRP_MJ_READ;UP;STATUS_SUCCESS;e0 06 00 83 54 00 00 dd ;"?.ÉT..?";8;;COM1;;
494;05/11/2024 17:48:34;IRP_MJ_WRITE;DOWN;;e0 0b 00 84 50 06 60 90 d0 cf 06 32 f5 d2 ;"?.ÑP.`ê–?2ı“";14;14;COM1;;
495;05/11/2024 17:48:34;IRP_MJ_WRITE;UP;STATUS_SUCCESS;e0 0b 00 84 50 06 60 90 d0 cf 06 32 f5 d2 ;"?.ÑP.`ê–?2ı“";14;;COM1;;
496;05/11/2024 17:48:34;IRP_MJ_READ;DOWN;;;"";;8;COM1;;
497;05/11/2024 17:48:34;IRP_MJ_READ;UP;STATUS_SUCCESS;e0 06 00 84 50 00 00 da ;"?.ÑP..?";8;;COM1;;
498;05/11/2024 17:48:34;IRP_MJ_WRITE;DOWN;;e0 06 00 85 40 01 03 cf ;"?.Ö@..?";8;8;COM1;;
499;05/11/2024 17:48:34;IRP_MJ_WRITE;UP;STATUS_SUCCESS;e0 06 00 85 40 01 03 cf ;"?.Ö@..?";8;;COM1;;
500;05/11/2024 17:48:34;IRP_MJ_READ;DOWN;;;"";;8;COM1;;
501;05/11/2024 17:48:34;IRP_MJ_READ;UP;STATUS_SUCCESS;e0 06 00 85 40 00 00 cb ;"?.Ö@..?";8;;COM1;;
502;05/11/2024 17:48:34;IRP_MJ_WRITE;DOWN;;e0 05 00 86 42 00 cd ;"?.ÜB.?";7;7;COM1;;
503;05/11/2024 17:48:34;IRP_MJ_WRITE;UP;STATUS_SUCCESS;e0 05 00 86 42 00 cd ;"?.ÜB.?";7;;COM1;;
504;05/11/2024 17:48:35;IRP_MJ_READ;DOWN;;;"";;10;COM1;;
505;05/11/2024 17:48:35;IRP_MJ_READ;UP;STATUS_SUCCESS;e0 07 00 86 42 00 01 00 d0 cf ;"?.ÜB...–œ";10;;COM1;;
506;05/11/2024 17:48:35;IRP_MJ_WRITE;DOWN;;e0 05 00 87 41 00 cd ;"?.áA.?";7;7;COM1;;
507;05/11/2024 17:48:35;IRP_MJ_WRITE;UP;STATUS_SUCCESS;e0 05 00 87 41 00 cd ;"?.áA.?";7;;COM1;;
508;05/11/2024 17:48:35;IRP_MJ_READ;DOWN;;;"";;8;COM1;;
509;05/11/2024 17:48:35;IRP_MJ_READ;UP;STATUS_SUCCESS;e0 06 00 87 41 00 00 ce ;"?.áA..?";8;;COM1;;
510;05/11/2024 17:48:35;IRP_MJ_WRITE;DOWN;;e0 06 00 88 40 01 03 d2 ;"?.à@..?";8;8;COM1;;
511;05/11/2024 17:48:35;IRP_MJ_WRITE;UP;STATUS_SUCCESS;e0 06 00 88 40 01 03 d2 ;"?.à@..?";8;;COM1;;
512;05/11/2024 17:48:35;IRP_MJ_READ;DOWN;;;"";;8;COM1;;
513;05/11/2024 17:48:35;IRP_MJ_READ;UP;STATUS_SUCCESS;e0 06 00 88 40 00 00 ce ;"?.à@..?";8;;COM1;;
514;05/11/2024 17:48:35;IRP_MJ_WRITE;DOWN;;e0 05 00 89 42 00 d0 cf ;"?.âB.–œ";8;8;COM1;;
515;05/11/2024 17:48:35;IRP_MJ_WRITE;UP;STATUS_SUCCESS;e0 05 00 89 42 00 d0 cf ;"?.âB.–œ";8;;COM1;;
516;05/11/2024 17:48:35;IRP_MJ_READ;DOWN;;;"";;15;COM1;;
517;05/11/2024 17:48:35;IRP_MJ_READ;UP;STATUS_SUCCESS;e0 0d 00 89 42 00 07 01 10 04 33 63 28 15 c7 ;"?.âB.....3c(.?";15;;COM1;;
518;05/11/2024 17:48:35;IRP_MJ_WRITE;DOWN;;e0 09 00 8a 43 04 33 63 28 15 ad ;"?.äC.3c(.?";11;11;COM1;;
519;05/11/2024 17:48:35;IRP_MJ_WRITE;UP;STATUS_SUCCESS;e0 09 00 8a 43 04 33 63 28 15 ad ;"?.äC.3c(.?";11;;COM1;;
520;05/11/2024 17:48:35;IRP_MJ_READ;DOWN;;;"";;8;COM1;;
521;05/11/2024 17:48:35;IRP_MJ_READ;UP;STATUS_SUCCESS;e0 06 00 8a 43 00 00 d3 ;"?.äC..?";8;;COM1;;
522;05/11/2024 17:48:35;IRP_MJ_WRITE;DOWN;;e0 0a 00 8b 55 05 33 63 28 15 03 c5 ;"?.ãU.3c(..?";12;12;COM1;;
523;05/11/2024 17:48:35;IRP_MJ_WRITE;UP;STATUS_SUCCESS;e0 0a 00 8b 55 05 33 63 28 15 03 c5 ;"?.ãU.3c(..?";12;;COM1;;
524;05/11/2024 17:48:35;IRP_MJ_READ;DOWN;;;"";;8;COM1;;
525;05/11/2024 17:48:35;IRP_MJ_READ;UP;STATUS_SUCCESS;e0 06 00 8b 55 00 00 e6 ;"?.ãU..?";8;;COM1;;
526;05/11/2024 17:48:35;IRP_MJ_WRITE;DOWN;;e0 0a 00 8c 52 05 33 63 28 15 00 c0 ;"?.åR.3c(..?";12;12;COM1;;
527;05/11/2024 17:48:35;IRP_MJ_WRITE;UP;STATUS_SUCCESS;e0 0a 00 8c 52 05 33 63 28 15 00 c0 ;"?.åR.3c(..?";12;;COM1;;
528;05/11/2024 17:48:35;IRP_MJ_READ;DOWN;;;"";;24;COM1;;
529;05/11/2024 17:48:35;IRP_MJ_READ;UP;STATUS_SUCCESS;e0 16 00 8c 52 00 10 33 63 28 15 6d 08 04 00 62 63 64 65 66 67 68 69 7c ;"?.åR..3c(.m...bcdefghi|";24;;COM1;;
530;05/11/2024 17:48:35;IRP_MJ_WRITE;DOWN;;e0 0a 00 8d 52 05 33 63 28 15 01 c2 ;"?.çR.3c(..?";12;12;COM1;;
531;05/11/2024 17:48:35;IRP_MJ_WRITE;UP;STATUS_SUCCESS;e0 0a 00 8d 52 05 33 63 28 15 01 c2 ;"?.çR.3c(..?";12;;COM1;;
532;05/11/2024 17:48:35;IRP_MJ_READ;DOWN;;;"";;24;COM1;;
533;05/11/2024 17:48:35;IRP_MJ_READ;UP;STATUS_SUCCESS;e0 16 00 8d 52 00 10 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 05 ;"?.çR...................";24;;COM1;;
534;05/11/2024 17:48:35;IRP_MJ_WRITE;DOWN;;e0 0a 00 8e 52 05 33 63 28 15 02 c4 ;"?.éR.3c(..?";12;12;COM1;;
535;05/11/2024 17:48:35;IRP_MJ_WRITE;UP;STATUS_SUCCESS;e0 0a 00 8e 52 05 33 63 28 15 02 c4 ;"?.éR.3c(..?";12;;COM1;;
536;05/11/2024 17:48:35;IRP_MJ_READ;DOWN;;;"";;24;COM1;;
537;05/11/2024 17:48:35;IRP_MJ_READ;UP;STATUS_SUCCESS;e0 16 00 8e 52 00 10 00 00 00 00 00 00 10 11 45 14 19 19 81 02 33 33 9b ;"?.éR..........E...?33?";24;;COM1;;
538;05/11/2024 17:48:35;IRP_MJ_WRITE;DOWN;;e0 05 00 8f 41 00 d5 ;"?.èA.?";7;7;COM1;;
539;05/11/2024 17:48:35;IRP_MJ_WRITE;UP;STATUS_SUCCESS;e0 05 00 8f 41 00 d5 ;"?.èA.?";7;;COM1;;
540;05/11/2024 17:48:35;IRP_MJ_READ;DOWN;;;"";;8;COM1;;
541;05/11/2024 17:48:35;IRP_MJ_READ;UP;STATUS_SUCCESS;e0 06 00 8f 41 00 00 d6 ;"?.èA..?";8;;COM1;;
542;05/11/2024 17:48:35;IRP_MJ_WRITE;DOWN;;e0 08 08 90 81 03 00 00 00 24 ;"?.êÅ....$";10;10;COM1;;
543;05/11/2024 17:48:35;IRP_MJ_WRITE;UP;STATUS_SUCCESS;e0 08 08 90 81 03 00 00 00 24 ;"?.êÅ....$";10;;COM1;;
544;05/11/2024 17:48:36;IRP_MJ_WRITE;DOWN;;e0 08 08 91 81 03 00 00 ff 24 ;"?.ëÅ...ˇ$";10;10;COM1;;
545;05/11/2024 17:48:36;IRP_MJ_WRITE;UP;STATUS_SUCCESS;e0 08 08 91 81 03 00 00 ff 24 ;"?.ëÅ...ˇ$";10;;COM1;;
546;05/11/2024 17:48:38;IRP_MJ_WRITE;DOWN;;e0 08 08 92 81 03 00 00 00 26 ;"?.íÅ....&";10;10;COM1;;
547;05/11/2024 17:48:38;IRP_MJ_WRITE;UP;STATUS_SUCCESS;e0 08 08 92 81 03 00 00 00 26 ;"?.íÅ....&";10;;COM1;;
548;05/11/2024 17:48:39;IRP_MJ_WRITE;DOWN;;e0 08 08 93 81 03 ff ff ff 24 ;"?.ìÅ.ˇˇˇ$";10;10;COM1;;
549;05/11/2024 17:48:39;IRP_MJ_WRITE;UP;STATUS_SUCCESS;e0 08 08 93 81 03 ff ff ff 24 ;"?.ìÅ.ˇˇˇ$";10;;COM1;;
550;05/11/2024 17:48:39;IRP_MJ_WRITE;DOWN;;e0 05 00 94 62 00 fb ;"?.îb.?";7;7;COM1;;
551;05/11/2024 17:48:39;IRP_MJ_WRITE;UP;STATUS_SUCCESS;e0 05 00 94 62 00 fb ;"?.îb.?";7;;COM1;;
552;05/11/2024 17:48:39;IRP_MJ_READ;DOWN;;;"";;8;COM1;;
553;05/11/2024 17:48:39;IRP_MJ_READ;UP;STATUS_SUCCESS;e0 06 00 94 62 03 00 ff ;"?.îb..ˇ";8;;COM1;;
554;05/11/2024 17:48:39;IRP_MJ_WRITE;DOWN;;e0 05 00 95 30 00 ca ;"?.?.?";7;7;COM1;;
555;05/11/2024 17:48:39;IRP_MJ_WRITE;UP;STATUS_SUCCESS;e0 05 00 95 30 00 ca ;"?.?.?";7;;COM1;;
556;05/11/2024 17:48:39;IRP_MJ_READ;DOWN;;;"";;9;COM1;;
557;05/11/2024 17:48:39;IRP_MJ_READ;UP;STATUS_SUCCESS;e0 07 00 95 30 00 01 94 61 ;"?.?..îa";9;;COM1;;
558;05/11/2024 17:48:39;IRP_MJ_WRITE;DOWN;;e0 05 00 96 32 00 cd ;"?.?.?";7;7;COM1;;
559;05/11/2024 17:48:39;IRP_MJ_WRITE;UP;STATUS_SUCCESS;e0 05 00 96 32 00 cd ;"?.?.?";7;;COM1;;
560;05/11/2024 17:48:39;IRP_MJ_READ;DOWN;;;"";;17;COM1;;
561;05/11/2024 17:48:39;IRP_MJ_READ;UP;STATUS_SUCCESS;e0 0f 00 96 32 00 09 38 33 37 2d 31 35 33 39 36 b7 ;"?.?..837-15396?";17;;COM1;;
562;05/11/2024 17:48:39;IRP_MJ_WRITE;DOWN;;e0 05 08 97 f5 00 99 ;"?.óı.?";7;7;COM1;;
563;05/11/2024 17:48:39;IRP_MJ_WRITE;UP;STATUS_SUCCESS;e0 05 08 97 f5 00 99 ;"?.óı.?";7;;COM1;;
564;05/11/2024 17:48:39;IRP_MJ_READ;DOWN;;;"";;8;COM1;;
565;05/11/2024 17:48:39;IRP_MJ_READ;UP;STATUS_SUCCESS;e0 06 08 97 f5 00 00 9a ;"?.óı..?";8;;COM1;;
566;05/11/2024 17:48:39;IRP_MJ_WRITE;DOWN;;e0 05 08 98 f0 00 95 ;"?.ò.?";7;7;COM1;;
567;05/11/2024 17:48:39;IRP_MJ_WRITE;UP;STATUS_SUCCESS;e0 05 08 98 f0 00 95 ;"?.ò.?";7;;COM1;;
568;05/11/2024 17:48:39;IRP_MJ_READ;DOWN;;;"";;20;COM1;;
569;05/11/2024 17:48:39;IRP_MJ_READ;UP;STATUS_SUCCESS;e0 12 08 98 f0 00 0c 30 30 30 2d 30 30 30 30 30 ff 11 40 ab ;"?.ò..000-00000ˇ.@?";20;;COM1;;
570;05/11/2024 17:48:39;IRP_MJ_WRITE;DOWN;;e0 0b 00 99 54 06 57 43 43 46 76 32 c9 ;"?.ôT.WCCFv2?";13;13;COM1;;
571;05/11/2024 17:48:39;IRP_MJ_WRITE;UP;STATUS_SUCCESS;e0 0b 00 99 54 06 57 43 43 46 76 32 c9 ;"?.ôT.WCCFv2?";13;;COM1;;
572;05/11/2024 17:48:39;IRP_MJ_READ;DOWN;;;"";;8;COM1;;
573;05/11/2024 17:48:39;IRP_MJ_READ;UP;STATUS_SUCCESS;e0 06 00 99 54 00 00 f3 ;"?.ôT..?";8;;COM1;;
574;05/11/2024 17:48:39;IRP_MJ_WRITE;DOWN;;e0 0b 00 9a 50 06 60 90 d0 cf 06 32 f5 e8 ;"?.öP.`ê–?2ıË";14;14;COM1;;
575;05/11/2024 17:48:39;IRP_MJ_WRITE;UP;STATUS_SUCCESS;e0 0b 00 9a 50 06 60 90 d0 cf 06 32 f5 e8 ;"?.öP.`ê–?2ıË";14;;COM1;;
576;05/11/2024 17:48:39;IRP_MJ_READ;DOWN;;;"";;8;COM1;;
577;05/11/2024 17:48:39;IRP_MJ_READ;UP;STATUS_SUCCESS;e0 06 00 9a 50 00 00 f0 ;"?.öP..?";8;;COM1;;
578;05/11/2024 17:48:39;IRP_MJ_WRITE;DOWN;;e0 08 08 9b 81 03 ff ff ff 2c ;"?.õÅ.ˇˇˇ,";10;10;COM1;;
579;05/11/2024 17:48:39;IRP_MJ_WRITE;UP;STATUS_SUCCESS;e0 08 08 9b 81 03 ff ff ff 2c ;"?.õÅ.ˇˇˇ,";10;;COM1;;
580;05/11/2024 17:48:39;IRP_MJ_WRITE;DOWN;;e0 05 00 9c 62 00 03 ;"?.úb..";7;7;COM1;;
581;05/11/2024 17:48:39;IRP_MJ_WRITE;UP;STATUS_SUCCESS;e0 05 00 9c 62 00 03 ;"?.úb..";7;;COM1;;
582;05/11/2024 17:48:39;IRP_MJ_READ;DOWN;;;"";;8;COM1;;
583;05/11/2024 17:48:39;IRP_MJ_READ;UP;STATUS_SUCCESS;e0 06 00 9c 62 03 00 07 ;"?.úb...";8;;COM1;;
584;05/11/2024 17:48:39;IRP_MJ_WRITE;DOWN;;e0 05 00 9d 30 00 d2 ;"?.?.?";7;7;COM1;;
585;05/11/2024 17:48:39;IRP_MJ_WRITE;UP;STATUS_SUCCESS;e0 05 00 9d 30 00 d2 ;"?.?.?";7;;COM1;;
586;05/11/2024 17:48:39;IRP_MJ_READ;DOWN;;;"";;9;COM1;;
587;05/11/2024 17:48:39;IRP_MJ_READ;UP;STATUS_SUCCESS;e0 07 00 9d 30 00 01 94 69 ;"?.?..îi";9;;COM1;;
588;05/11/2024 17:48:39;IRP_MJ_WRITE;DOWN;;e0 05 00 9e 32 00 d5 ;"?.?.?";7;7;COM1;;
589;05/11/2024 17:48:39;IRP_MJ_WRITE;UP;STATUS_SUCCESS;e0 05 00 9e 32 00 d5 ;"?.?.?";7;;COM1;;
590;05/11/2024 17:48:39;IRP_MJ_READ;DOWN;;;"";;17;COM1;;
591;05/11/2024 17:48:39;IRP_MJ_READ;UP;STATUS_SUCCESS;e0 0f 00 9e 32 00 09 38 33 37 2d 31 35 33 39 36 bf ;"?.?..837-15396?";17;;COM1;;
592;05/11/2024 17:48:39;IRP_MJ_WRITE;DOWN;;e0 05 08 9f f5 00 a1 ;"?.üı.?";7;7;COM1;;
593;05/11/2024 17:48:39;IRP_MJ_WRITE;UP;STATUS_SUCCESS;e0 05 08 9f f5 00 a1 ;"?.üı.?";7;;COM1;;
594;05/11/2024 17:48:39;IRP_MJ_READ;DOWN;;;"";;8;COM1;;
595;05/11/2024 17:48:39;IRP_MJ_READ;UP;STATUS_SUCCESS;e0 06 08 9f f5 00 00 a2 ;"?.üı..?";8;;COM1;;
596;05/11/2024 17:48:39;IRP_MJ_WRITE;DOWN;;e0 05 08 a0 f0 00 9d ;"?.†.?";7;7;COM1;;
597;05/11/2024 17:48:39;IRP_MJ_WRITE;UP;STATUS_SUCCESS;e0 05 08 a0 f0 00 9d ;"?.†.?";7;;COM1;;
598;05/11/2024 17:48:39;IRP_MJ_READ;DOWN;;;"";;20;COM1;;
599;05/11/2024 17:48:39;IRP_MJ_READ;UP;STATUS_SUCCESS;e0 12 08 a0 f0 00 0c 30 30 30 2d 30 30 30 30 30 ff 11 40 b3 ;"?.†..000-00000ˇ.@?";20;;COM1;;
600;05/11/2024 17:48:40;IRP_MJ_WRITE;DOWN;;e0 0b 00 a1 54 06 57 43 43 46 76 32 d1 ;"?.°T.WCCFv2?";13;13;COM1;;
601;05/11/2024 17:48:40;IRP_MJ_WRITE;UP;STATUS_SUCCESS;e0 0b 00 a1 54 06 57 43 43 46 76 32 d1 ;"?.°T.WCCFv2?";13;;COM1;;
602;05/11/2024 17:48:40;IRP_MJ_READ;DOWN;;;"";;8;COM1;;
603;05/11/2024 17:48:40;IRP_MJ_READ;UP;STATUS_SUCCESS;e0 06 00 a1 54 00 00 fb ;"?.°T..?";8;;COM1;;
604;05/11/2024 17:48:40;IRP_MJ_WRITE;DOWN;;e0 0b 00 a2 50 06 60 90 d0 cf 06 32 f5 f0 ;"?.¢P.`ê–?2ı";14;14;COM1;;
605;05/11/2024 17:48:40;IRP_MJ_WRITE;UP;STATUS_SUCCESS;e0 0b 00 a2 50 06 60 90 d0 cf 06 32 f5 f0 ;"?.¢P.`ê–?2ı";14;;COM1;;
606;05/11/2024 17:48:40;IRP_MJ_READ;DOWN;;;"";;8;COM1;;
607;05/11/2024 17:48:40;IRP_MJ_READ;UP;STATUS_SUCCESS;e0 06 00 a2 50 00 00 f8 ;"?.¢P..?";8;;COM1;;
608;05/11/2024 17:48:40;IRP_MJ_WRITE;DOWN;;e0 06 00 a3 40 01 03 ed ;"?.£@..?";8;8;COM1;;
609;05/11/2024 17:48:40;IRP_MJ_WRITE;UP;STATUS_SUCCESS;e0 06 00 a3 40 01 03 ed ;"?.£@..?";8;;COM1;;
610;05/11/2024 17:48:40;IRP_MJ_READ;DOWN;;;"";;8;COM1;;
611;05/11/2024 17:48:40;IRP_MJ_READ;UP;STATUS_SUCCESS;e0 06 00 a3 40 00 00 e9 ;"?.£@..?";8;;COM1;;
612;05/11/2024 17:48:40;IRP_MJ_WRITE;DOWN;;e0 05 00 a4 42 00 eb ;"?.§B.?";7;7;COM1;;
613;05/11/2024 17:48:40;IRP_MJ_WRITE;UP;STATUS_SUCCESS;e0 05 00 a4 42 00 eb ;"?.§B.?";7;;COM1;;
614;05/11/2024 17:48:40;IRP_MJ_READ;DOWN;;;"";;9;COM1;;
